time,date,AJ1440,VR2386,EBV374,TCX177,ZOZ283
13:32,29-03-2023,-1.439342884,-0.499498907,0.112127536,-0.512573764,0.000207159
13:33,29-03-2023,-1.950585882,-0.521896953,0.098352008,-0.496964361,-0.007808311
13:34,29-03-2023,-1.786270716,-0.512394103,0.100201348,-0.501334994,-0.002071593
13:37,2023-03-29,-1.95692659985362,-0.4703268691480021,0.1111740982597875,-0.5169834204728244,0.0187240104758846
13:38,2023-03-29,-2.333384059073748,-0.6266102274423689,0.0870422667877532,-0.5560849744669194,0.0168117711081347
13:39,2023-03-29,-2.212004608795844,-0.5632899979827847,0.096075265012469,-0.543207217163475,0.0064219372100268
13:40,2023-03-29,-1.8687000442038595,-0.4705515987100523,0.1131796046900247,-0.46933571845008,0.0325240045798132
13:41,2023-03-29,-1.946056798336196,-0.4687751650290837,0.1089220131700949,-0.5256466390224144,0.0280461773936655
13:42,2023-03-29,-2.360920889584556,-0.6353425761391782,0.0826038509175561,-0.5471095678614885,-0.0163496465942618
13:43,2023-03-29,-2.331934752204758,-0.6039232430830113,0.091045060359579,-0.5654506161421516,0.0214170809187991
13:44,2023-03-29,-1.9167083342391504,-0.521822043080657,0.1109275196003321,-0.5178419376263873,0.0476466309131022
13:45,2023-03-29,-1.888628013652471,-0.5485434581492022,0.1033493354664031,-0.5506997305036607,0.014357730586189
13:46,2023-03-29,-2.1495032500706537,-0.538880086981042,0.0954588183638305,-0.557450797211224,0.0269785104133385
13:47,2023-03-29,-2.2721508438589244,-0.5405816108079937,0.0865162323142483,-0.5339196225022029,0.0128757450761828
13:47,2023-03-29,-2.2721508438589244,,0.0865162323142483,-0.5339196225022029,0.0128757450761828
13:48,2023-03-29,-2.188453372174757,-0.5460286273357828,0.0889820189088023,-0.5209638181847982,0.0229150017568699
13:49,2023-03-29,-2.2395414393066515,-0.6027674910496101,0.0901655964741881,-0.5367683385117528,0.0150748203490952
13:50,2023-03-29,-2.183380798133293,-0.6114356313001194,0.0830065960613333,-0.5529630939085086,0.010421704554237
13:51,2023-03-29,-2.112727088270035,-0.5593839841661972,0.0910368410709305,-0.5109347768909036,0.0225484892113845
13:52,2023-03-29,-2.065624615027863,-0.4950150167503784,0.102017810705344,-0.5708358601054103,0.0202856726262137
13:53,2023-03-29,-1.8627216533692763,-0.483393287970066,0.1019602756848044,-0.5523777413038066,0.0415593355924316
13:54,2023-03-29,-1.3560077392986805,-0.4452962764986921,0.1273578776087097,-0.4445948150246746,0.0164611938907139
13:55,2023-03-29,-0.5927665094168714,-0.3342798728458735,0.1568569045682231,-0.3408703334714765,-0.0075692808306767
13:56,2023-03-29,-0.532076784277919,-0.3227651581427279,0.135692236298302,-0.4477947425970456,-0.0163496465942618
13:57,2023-03-29,-0.8904179076356732,-0.3309838392691366,0.1325935644778125,-0.43167803421425,
13:58,2023-03-29,-0.866323180938716,-0.3900663112729164,0.1342620800734607,-0.4805744884603587,0.0042069266090498
13:59,2023-03-29,-0.846938701565976,-0.4258304158620545,0.1285250165967986,-0.4156783963523948,0.0182459506339471
14:00,2023-03-29,-0.5679471292854192,-0.3749773263924003,0.1388155659847369,-0.3697477286367762,-0.0193454882704033
14:01,2023-03-29,-0.3550801829025268,-0.3290147802492679,0.1469937581900074,,
14:02,2023-03-29,-0.364681840909585,-0.2834802904148026,0.1555911341163521,-0.3655331898829216,0.0141824419774786
14:03,2023-03-29,0.1521772212439401,-0.2572725429166579,0.1638432999194591,-0.3430166263553839,0.0333048356549778
14:04,2023-03-29,0.3692109248751785,-0.1880130321743174,0.1695557055301757,-0.3426263912855826,0.0288270084688301
14:05,2023-03-29,-0.0121379450277904,-0.1650799154374762,0.1644597465680976,-0.3290462108564957,0.0473438596798751
14:05,2023-03-29,-0.0121379450277904,-0.1650799154374762,0.1644597465680976,,
14:06,2023-03-29,0.0875019022152655,-0.2063124393698369,0.1653556490307856,,0.0323487159711028
14:06,2023-03-29,0.0875019022152655,-0.2063124393698369,0.1653556490307856,,
14:07,2023-03-29,0.0277179938694319,-0.2259281197145078,0.1626432837767762,-0.3489872229233445,0.0312810489907758
14:08,2023-03-29,0.1032631144155307,-0.2468707746160468,0.1648624917118748,-0.3523822680306163,0.0367149958607985
14:09,2023-03-29,-0.4396834713798126,-0.2107000165336749,0.1529034267282883,-0.4095517057565135,0.0278708887849551
14:10,2023-03-29,-0.4855178011116183,-0.2627088580367304,0.1472896525813539,-0.4274244719534152,0.0214170809187991
14:11,2023-03-29,-0.467763791966492,-0.2281112068887101,0.1493362554548336,-0.4013567692906853,0.0250662710455885
14:12,2023-03-29,-0.260875236418183,-0.2286462772745441,0.1628487659929891,-0.3517969154259142,0.0517738808818291
14:13,2023-03-29,-0.2925788241773372,-0.2415949806117245,0.1630953446524445,-0.3793084878469092,0.0545147573089374
14:14,2023-03-29,0.0552548243802401,-0.2240553733640891,0.1691776182523441,-0.2976713112444674,0.0609685651750934
14:15,2023-03-29,0.8668666710145873,-0.1474225927049574,0.1926272487665519,-0.3011444033656994,0.0756768729787032
14:17,2023-03-29,0.5760994804234875,-0.1758348301927377,0.1954053683297493,-0.2595063214178957,0.0767445399590302
14:17,2023-03-29,,-0.1758348301927377,,,
14:18,2023-03-29,-0.4623288912077798,-0.2899225378602428,0.1627665731065039,-0.3871131892429361,0.0802821827893676
14:18,2023-03-29,-0.4623288912077798,-0.2899225378602428,0.1627665731065039,-0.3871131892429361,
14:19,2023-03-29,-1.3192315774980616,-0.3336377883828728,0.1243003022314629,-0.5648652635374497,-0.0134175462303786
14:20,2023-03-29,-1.5099965941288578,,0.1065712966166202,-0.5506216834897005,-0.0418621068256587
14:20,2023-03-29,-1.5099965941288578,,,-0.5506216834897005,-0.0418621068256587
14:21,2023-03-29,-2.42215410479938,-0.5690901609652241,0.0669378867534903,-0.5853526047020204,-0.047311989023746
14:22,2023-03-29,-2.242802379761879,-0.6004131813519409,0.0660419842908023,-0.5802015017806427,-0.0410972110785587
14:23,2023-03-29,-1.6174264657927346,-0.4931208675845264,0.1088891360155009,-0.5284953550319642,1.5935328064582698e-05
14:24,2023-03-29,-1.6132597085443887,-0.4026832709708798,0.1194591412174887,-0.5296660602413682,0.0232655789742907
14:25,2023-03-29,-1.835184822858468,-0.4504757578335642,0.0995766819767356,-0.5227198759989042,-0.0061988426171226
14:26,2023-03-29,-2.17160517982275,-0.5418764811417118,0.0800640907251656,-0.6082984268063396,-0.027759341488503
14:27,2023-03-29,-2.1060240440009563,-0.550812156585138,0.0824065879899918,-0.5843770170275171,-0.0315360142398091
14:28,2023-03-29,-2.1045747371319665,-0.5686407018411237,0.0802613536527299,-0.632766165682884,-0.0330179997498153
14:29,2023-03-29,-1.947868431922433,-0.5263059329139451,0.1003492951096958,-0.592181718423544,-0.0148039197719973
14:30,2023-03-29,-2.2156278759683183,-0.5685764933948236,0.0835490691121351,-0.5505436364757403,-0.0097205501193954
14:31,2023-03-29,-2.212004608795844,-0.6291785652943717,0.0901491578968911,-0.5949133639121534,-0.0096727441352016
